Radius,Gravity,Pressure,Mass,Density,T_M2_min,T_M2_avg,T_M2_max,rho_new
11600.0,-0.022336605784718137,5.6467158868102585,4.5032642739937864e+16,7000.0,1690.9375,1840.9375,1990.9375,6978.787901287507
11700.0,-0.02253177541664455,5.646700162265065,4.621270750167766e+16,7000.0,1690.859375,1840.859375,1990.859375,6978.830963338655
11800.0,-0.022726946970431556,5.64668430141509,4.741321331319974e+16,7000.0,1690.78125,1840.78125,1990.78125,6978.874019426469
11900.0,-0.0229221204427099,5.646668304257327,4.863433582386391e+16,7000.0,1690.703125,1840.703125,1990.703125,6978.917069550816
12000.0,-0.023117295830212603,5.646652170788774,4.9876250686223496e+16,7000.0,1690.625,1840.625,1990.625,6978.960113711568
12100.0,-0.02331247312977076,5.646635901006428,5.113913355602441e+16,7000.0,1690.546875,1840.546875,1990.546875,6979.00315190859
12200.0,-0.023507652338309516,5.646619494907293,5.242316009220426e+16,7000.0,1690.46875,1840.46875,1990.46875,6979.046184141753
12300.0,-0.023702833452844248,5.646602952488373,5.372850595689146e+16,7000.0,1690.390625,1840.390625,1990.390625,6979.089210410925
12400.0,-0.023898016470476905,5.6465862737466725,5.50553468154043e+16,7000.0,1690.3125,1840.3125,1990.3125,6979.132230715975
12500.0,-0.024093201388392573,5.646569458679202,5.64038583362501e+16,7000.0,1690.234375,1840.234375,1990.234375,6979.175245056773
12600.0,-0.02428838820385616,5.646552507282973,5.777421619112422e+16,7000.0,1690.15625,1840.15625,1990.15625,6979.218253433189
12700.0,-0.024483576914209243,5.646535419554996,5.916659605490927e+16,7000.0,1690.078125,1840.078125,1990.078125,6979.26125584509
12800.0,-0.02467876751686711,5.646518195492289,6.058117360567411e+16,7000.0,1690.0,1840.0,1990.0,6979.304252292347
12900.0,-0.024873960009315847,5.646500835091868,6.201812452467301e+16,7000.0,1689.921875,1839.921875,1989.921875,6979.347242774828
13000.0,-0.02506915438910967,5.6464833383507536,6.34776244963447e+16,7000.0,1689.84375,1839.84375,1989.84375,6979.390227292403
13100.0,-0.02526435065386829,5.646465705265967,6.4959849208311544e+16,7000.0,1689.765625,1839.765625,1989.765625,6979.4332058449445
13200.0,-0.025459548801274438,5.646447935834529,6.646497435137855e+16,7000.0,1689.6875,1839.6875,1989.6875,6979.476178432319
13300.0,-0.025654748829071507,5.646430030053468,6.7993175619532536e+16,7000.0,1689.609375,1839.609375,1989.609375,6979.519145054397
13400.0,-0.025849950735061283,5.64641198791981,6.954462870994119e+16,7000.0,1689.53125,1839.53125,1989.53125,6979.562105711051
13500.0,-0.026045154517101772,5.646393809430583,7.111950932295219e+16,7000.0,1689.453125,1839.453125,1989.453125,6979.605060402147
13600.0,-0.02624036017310514,5.646375494582819,7.27179931620923e+16,7000.0,1689.375,1839.375,1989.375,6979.648009127557
13700.0,-0.026435567701035736,5.646357043373549,7.434025593406646e+16,7000.0,1689.296875,1839.296875,1989.296875,6979.690951887152
13800.0,-0.026630777098908213,5.6463384557998095,7.598647334875688e+16,7000.0,1689.21875,1839.21875,1989.21875,6979.7338886808
13900.0,-0.02682598836478569,5.646319731858635,7.765682111922214e+16,7000.0,1689.140625,1839.140625,1989.140625,6979.776819508374
14000.0,-0.02702120149677805,5.646300871547063,7.935147496169634e+16,7000.0,1689.0625,1839.0625,1989.0625,6979.819744369743
14100.0,-0.027216416493040272,5.646281874862132,8.107061059558811e+16,7000.0,1688.984375,1838.984375,1988.984375,6979.862663264777
14200.0,-0.02741163335177083,5.646262741800883,8.281440374347978e+16,7000.0,1688.90625,1838.90625,1988.90625,6979.905576193348
14300.0,-0.027606852071210178,5.646243472360359,8.458303013112642e+16,7000.0,1688.828125,1838.828125,1988.828125,6979.9484831553245
14400.0,-0.027802072649639315,5.646224066537603,8.637666548745499e+16,7000.0,1688.75,1838.75,1988.75,6979.9913841505795
14500.0,-0.027997295085378345,5.6462045243296615,8.819548554456344e+16,7000.0,1688.671875,1838.671875,1988.671875,6980.034279178982
14600.0,-0.02819251937678518,5.64618484573358,9.003966603771974e+16,7000.0,1688.59375,1838.59375,1988.59375,6980.077168240403
14700.0,-0.028387745522254215,5.646165030746406,9.190938270536107e+16,7000.0,1688.515625,1838.515625,1988.515625,6980.120051334713
14800.0,-0.028582973520215136,5.6461450793651915,9.380481128909285e+16,7000.0,1688.4375,1838.4375,1988.4375,6980.162928461786
14900.0,-0.0287782033691317,5.646124991586985,9.572612753368787e+16,7000.0,1688.359375,1838.359375,1988.359375,6980.20579962149
15000.0,-0.02897343506750062,5.646104767408841,9.767350718708538e+16,7000.0,1688.28125,1838.28125,1988.28125,6980.2486648136955
15100.0,-0.029168668613850444,5.646084406827812,9.964712600039016e+16,7000.0,1688.203125,1838.203125,1988.203125,6980.291524038276
15200.0,-0.02936390400674056,5.646063909840953,1.0164715972787168e+17,7000.0,1688.125,1838.125,1988.125,6980.3343772951
15300.0,-0.029559141244760147,5.646043276445321,1.0367378412696317e+17,7000.0,1688.046875,1838.046875,1988.046875,6980.377224584042
15400.0,-0.029754380326527205,5.646022506637972,1.0572717495826069e+17,7000.0,1687.96875,1837.96875,1987.96875,6980.42006590497
15500.0,-0.029949621250687664,5.646001600415967,1.0780750798552226e+17,7000.0,1687.890625,1837.890625,1987.890625,6980.462901257757
15600.0,-0.03014486401591444,5.645980557776365,1.0991495897566694e+17,7000.0,1687.8125,1837.8125,1987.8125,6980.505730642274
15700.0,-0.030340108620906605,5.6459593787162285,1.1204970369877395e+17,7000.0,1687.734375,1837.734375,1987.734375,6980.548554058394
15800.0,-0.03053535506438856,5.645938063232619,1.1421191792808176e+17,7000.0,1687.65625,1837.65625,1987.65625,6980.591371505986
15900.0,-0.03073060334510922,5.645916611322602,1.1640177743998717e+17,7000.0,1687.578125,1837.578125,1987.578125,6980.6341829849225
16000.0,-0.030925853461841273,5.645895022983241,1.1861945801404442e+17,7000.0,1687.5,1837.5,1987.5,6980.676988495075
16100.0,-0.031121105413380406,5.645873298211602,1.2086513543296429e+17,7000.0,1687.421875,1837.421875,1987.421875,6980.719788036316
16200.0,-0.031316359198544634,5.645851437004754,1.2313898548261322e+17,7000.0,1687.34375,1837.34375,1987.34375,6980.7625816085165
16300.0,-0.03151161481617359,5.645829439359764,1.2544118395201235e+17,7000.0,1687.265625,1837.265625,1987.265625,6980.805369211547
16400.0,-0.031706872265127854,5.645807305273702,1.2777190663333667e+17,7000.0,1687.1875,1837.1875,1987.1875,6980.848150845284
16500.0,-0.031902131544288385,5.645785034743638,1.3013132932191411e+17,7000.0,1687.109375,1837.109375,1987.109375,6980.890926509593
16600.0,-0.0320973926525558,5.645762627766645,1.325196278162246e+17,7000.0,1687.03125,1837.03125,1987.03125,6980.93369620435
16700.0,-0.0322926555888499,5.6457400843397965,1.3493697791789925e+17,7000.0,1686.953125,1836.953125,1986.953125,6980.976459929424
16800.0,-0.03248792035210899,5.645717404460164,1.3738355543171931e+17,7000.0,1686.875,1836.875,1986.875,6981.01921768469
16900.0,-0.03268318694128942,5.645694588124824,1.3985953616561542e+17,7000.0,1686.796875,1836.796875,1986.796875,6981.06196947002
17000.0,-0.03287845535536499,5.645671635330854,1.4236509593066662e+17,7000.0,1686.71875,1836.71875,1986.71875,6981.104715285283
17100.0,-0.03307372559332649,5.645648546075328,1.4490041054109946e+17,7000.0,1686.640625,1836.640625,1986.640625,6981.1474551303545
17200.0,-0.03326899765418119,5.645625320355325,1.474656558142871e+17,7000.0,1686.5625,1836.5625,1986.5625,6981.190189005104
17300.0,-0.033464271536952334,5.6456019581679255,1.5006100757074845e+17,7000.0,1686.484375,1836.484375,1986.484375,6981.2329169094055
17400.0,-0.033659547240678704,5.645578459510209,1.5268664163414717e+17,7000.0,1686.40625,1836.40625,1986.40625,6981.275638843131
17500.0,-0.03385482476441418,5.645554824379256,1.5534273383129085e+17,7000.0,1686.328125,1836.328125,1986.328125,6981.318354806152
17600.0,-0.03405010410722733,5.64553105277215,1.5802945999213008e+17,7000.0,1686.25,1836.25,1986.25,6981.36106479834
17700.0,-0.03424538526820094,5.645507144685972,1.607469959497576e+17,7000.0,1686.171875,1836.171875,1986.171875,6981.403768819569
17800.0,-0.03444066824643165,5.645483100117807,1.634955175404073e+17,7000.0,1686.09375,1836.09375,1986.09375,6981.446466869713
17900.0,-0.03463595304102957,5.645458919064741,1.6627520060345334e+17,7000.0,1686.015625,1836.015625,1986.015625,6981.4891589486415
18000.0,-0.03483123965111791,5.645434601523858,1.6908622098140934e+17,7000.0,1685.9375,1835.9375,1985.9375,6981.531845056227
18100.0,-0.035026528075832584,5.645410147492246,1.719287545199274e+17,7000.0,1685.859375,1835.859375,1985.859375,6981.5745251923445
18200.0,-0.0352218183143219,5.645385556966993,1.7480297706779715e+17,7000.0,1685.78125,1835.78125,1985.78125,6981.617199356865
18300.0,-0.03541711036574618,5.645360829945186,1.7770906447694496e+17,7000.0,1685.703125,1835.703125,1985.703125,6981.65986754966
18400.0,-0.03561240422927748,5.645335966423916,1.8064719260243296e+17,7000.0,1685.625,1835.625,1985.625,6981.702529770605
18500.0,-0.03580769990409924,5.645310966400273,1.8361753730245818e+17,7000.0,1685.546875,1835.546875,1985.546875,6981.745186019571
18600.0,-0.036002997389406,5.64528582987135,1.866202744383516e+17,7000.0,1685.46875,1835.46875,1985.46875,6981.787836296429
18700.0,-0.036198296684403074,5.645260556834235,1.896555798745773e+17,7000.0,1685.390625,1835.390625,1985.390625,6981.830480601057
18800.0,-0.036393597788306295,5.645235147286025,1.9272362947873152e+17,7000.0,1685.3125,1835.3125,1985.3125,6981.873118933322
18900.0,-0.0365889007003417,5.645209601223813,1.9582459912154176e+17,7000.0,1685.234375,1835.234375,1985.234375,6981.915751293101
19000.0,-0.036784205419745315,5.645183918644693,1.989586646768659e+17,7000.0,1685.15625,1835.15625,1985.15625,6981.958377680264
19100.0,-0.03697951194576283,5.645158099545762,2.0212600202169126e+17,7000.0,1685.078125,1835.078125,1985.078125,6982.000998094685
19200.0,-0.0371748202776494,5.6451321439241156,2.0532678703613376e+17,7000.0,1685.0,1835.0,1985.0,6982.0436125362385
19300.0,-0.037370130414669356,5.6451060517768505,2.085611956034369e+17,7000.0,1684.921875,1834.921875,1984.921875,6982.086221004796
19400.0,-0.03756544235609601,5.645079823101066,2.11829403609971e+17,7000.0,1684.84375,1834.84375,1984.84375,6982.12882350023
19500.0,-0.0377607561012114,5.645053457893861,2.1513158694523226e+17,7000.0,1684.765625,1834.765625,1984.765625,6982.171420022415
19600.0,-0.037956071649306075,5.6450269561523365,2.1846792150184173e+17,7000.0,1684.6875,1834.6875,1984.6875,6982.214010571223
19700.0,-0.03815138899967887,5.64500031787359,2.2183858317554458e+17,7000.0,1684.609375,1834.609375,1984.609375,6982.2565951465285
19800.0,-0.03834670815163668,5.644973543054727,2.2524374786520906e+17,7000.0,1684.53125,1834.53125,1984.53125,6982.2991737482025
19900.0,-0.03854202910449435,5.6449466316928465,2.2868359147282573e+17,7000.0,1684.453125,1834.453125,1984.453125,6982.341746376121
20000.0,-0.03873735185757431,5.644919583785052,2.321582899035064e+17,7000.0,1684.375,1834.375,1984.375,6982.384313030155
20100.0,-0.03893267641020657,5.644892399328449,2.356680190654834e+17,7000.0,1684.296875,1834.296875,1984.296875,6982.4268737101775
20200.0,-0.039128002761728384,5.644865078320142,2.3921295487010848e+17,7000.0,1684.21875,1834.21875,1984.21875,6982.469428416065
