Radius,Gravity,Pressure,Mass,Density
0.0,0.0,5.6635877521939175,0.0,7000.0
100.0,-0.0,5.6635877521939175,0.0,7000.0
200.0,-0.00014677552293498048,5.663587649451051,87964594300.5142,7000.0
300.0,-0.00032616782874440105,5.66358742113357,439822971502.57104,7000.0
400.0,-0.0005137143302724317,5.66358706153354,1231504320207.199,7000.0
500.0,-0.0007045225100879063,5.663586568367783,2638937829015.4263,7000.0
600.0,-0.0008969615290471029,5.663585940494712,4838052686528.281,7000.0
700.0,-0.0010903324560884264,5.663585177261992,8004778081346.793,7000.0
800.0,-0.001284285825681079,5.663584278261914,12315043202071.988,7000.0
900.0,-0.0014786274903079515,5.663583243222671,17944777237304.9,7000.0
1000.0,-0.0016732409614587773,5.663582071953998,25069909375646.547,7000.0
1100.0,-0.0018680521100815695,5.663580764317521,33866368805697.97,7000.0
1200.0,-0.0020630115168083366,5.663579320209459,44510084716060.19,7000.0
1300.0,-0.002258084968230469,5.663577739549981,57176986295334.234,7000.0
1400.0,-0.0024532480261989596,5.663576022276362,72043002732121.14,7000.0
1500.0,-0.002648482769404537,5.663574168338424,89284063215021.92,7000.0
1600.0,-0.002843775756865247,5.663572177695394,109076096932637.62,7000.0
1700.0,-0.003039116710183126,5.663570050313697,131595033073569.27,7000.0
1800.0,-0.0032344976350486446,5.663567786165352,157016800826417.88,7000.0
1900.0,-0.003429912220164807,5.663565385226798,185517329379784.47,7000.0
2000.0,-0.003625355416494018,5.663562847478007,217272547922270.1,7000.0
2100.0,-0.0038208231367201266,5.663560172901811,252458385642475.78,7000.0
2200.0,-0.004016312036675375,5.663557361483385,291250771729002.56,7000.0
2300.0,-0.004211819353786396,5.6635544132098365,333825635370451.44,7000.0
2400.0,-0.00440734278590872,5.663551328069887,380358905755423.44,7000.0
2500.0,-0.0046028803992409885,5.663548106053608,431026512072519.6,7000.0
2600.0,-0.0047984305574897464,5.663544747152218,486004383510341.0,7000.0
2700.0,-0.0049939918667753855,5.663541251357911,545468449257488.6,7000.0
2800.0,-0.005189563132343953,5.663537618663718,609594638502563.5,7000.0
2900.0,-0.005385143324235147,5.663533849063391,678558880434166.6,7000.0
3000.0,-0.005580731549816703,5.663529942551307,752537104240899.1,7000.0
3100.0,-0.005776327031634716,5.663525899122385,831705239111361.9,7000.0
3200.0,-0.005971929089417019,5.663521718772023,916239214234156.0,7000.0
3300.0,-0.006167537125348674,5.663517401496034,1006314958797882.5,7000.0
3400.0,-0.006363150611945919,5.663512947290607,1102108401991142.5,7000.0
3500.0,-0.006558769082008842,5.663508356152249,1203795473002537.0,7000.0
3600.0,-0.006754392120248639,5.663503628077765,1311552101020667.0,7000.0
3700.0,-0.00695001935627259,5.663498763064216,1425554215234133.5,7000.0
3800.0,-0.0071456504586766825,5.663493761108894,1545977744831537.5,7000.0
3900.0,-0.007341285130047059,5.663488622209303,1672998619001480.0,7000.0
4000.0,-0.007536923102711248,5.66348334636313,1806792766932562.0,7000.0
4100.0,-0.007732564135111167,5.663477933568236,1947536117813384.8,7000.0
4200.0,-0.007928208008694263,5.66347238382263,2095404600832549.0,7000.0
4300.0,-0.008123854525238455,5.663466697124462,2250574145178656.0,7000.0
4400.0,-0.00831950350454185,5.663460873472009,2413220680040307.0,7000.0
4500.0,-0.008515154782420499,5.663454912863661,2583520134606102.5,7000.0
4600.0,-0.008710808208967321,5.663448815297914,2761648438064644.0,7000.0
4700.0,-0.008906463647033284,5.663442580773361,2947781519604532.0,7000.0
4800.0,-0.009102120970898445,5.663436209288682,3142095308414368.0,7000.0
4900.0,-0.009297780065105704,5.663429700842636,3344765733682753.0,7000.0
5000.0,-0.009493440823434538,5.66342305543406,3555968724598287.5,7000.0
5100.0,-0.009689103147995445,5.6634162730618565,3775880210349573.0,7000.0
5200.0,-0.009884766948428879,5.663409353724993,4004676120125210.5,7000.0
5300.0,-0.010080432141194888,5.663402297422494,4242532383113801.0,7000.0
5400.0,-0.01027609864894166,5.663395104153439,4489624928503945.5,7000.0
5500.0,-0.010471766399942973,5.66338777391696,4746129685484245.0,7000.0
5600.0,-0.010667435327595903,5.663380306712231,5012222583243300.0,7000.0
5700.0,-0.010863105369971423,5.663372702538473,5288079550969713.0,7000.0
5800.0,-0.011058776469411462,5.663364961394943,5573876517852084.0,7000.0
5900.0,-0.01125444857216698,5.663357083280943,5869789413079014.0,7000.0
6000.0,-0.011450121628072202,5.663349068195804,6175994165839104.0,7000.0
6100.0,-0.011645795590250913,5.66334091613889,6492666705320955.0,7000.0
6200.0,-0.011841470414851169,5.6633326271096,6819982960713168.0,7000.0
6300.0,-0.01203714606080528,5.663324201107358,7158118861204345.0,7000.0
6400.0,-0.012232822489612282,5.663315638131616,7507250335983086.0,7000.0
6500.0,-0.012428499665140503,5.663306938181851,7867553314237992.0,7000.0
6600.0,-0.012624177553448072,5.6632981012575625,8239203725157665.0,7000.0
6700.0,-0.012819856122619492,5.663289127358277,8622377497930705.0,7000.0
6800.0,-0.013015535342616654,5.663280016483537,9017250561745714.0,7000.0
6900.0,-0.013211215185142788,5.663270768632907,9423998845791292.0,7000.0
7000.0,-0.013406895623518078,5.66326138380597,9842798279256040.0,7000.0
7100.0,-0.0136025766325658,5.663251862002327,1.027382479132856e+16,7000.0
7200.0,-0.013798258188507937,5.6632422032215946,1.0717254311197452e+16,7000.0
7300.0,-0.013993940268869376,5.663232407463407,1.1173262768051318e+16,7000.0
7400.0,-0.014189622852389873,5.6632224747274105,1.1642026091078758e+16,7000.0
7500.0,-0.014385305918943068,5.663212405013268,1.2123720209468374e+16,7000.0
7600.0,-0.01458098944946188,5.663202198320653,1.2618521052408766e+16,7000.0
7700.0,-0.014776673425869725,5.663191854649255,1.3126604549088536e+16,7000.0
7800.0,-0.014972357831017028,5.663181373998772,1.3648146628696284e+16,7000.0
7900.0,-0.01516804264862254,5.663170756368919,1.4183323220420612e+16,7000.0
8000.0,-0.015363727863219085,5.6631600017594135,1.4732310253450122e+16,7000.0
8100.0,-0.015559413460103281,5.663149110169991,1.5295283656973412e+16,7000.0
8200.0,-0.015755099425289004,5.663138081600394,1.5872419360179086e+16,7000.0
8300.0,-0.015950785745464147,5.6631269160503726,1.6463893292255744e+16,7000.0
8400.0,-0.016146472407950512,5.663115613519687,1.7069881382391986e+16,7000.0
8500.0,-0.016342159400666537,5.663104174008106,1.7690559559776414e+16,7000.0
8600.0,-0.01653784671209257,5.663092597515408,1.8326103753597628e+16,7000.0
8700.0,-0.016733534331238618,5.663080884041376,1.897668989304423e+16,7000.0
8800.0,-0.01692922224761423,5.663069033585803,1.9642493907304824e+16,7000.0
8900.0,-0.01712491045120042,5.663057046148487,2.032369172556801e+16,7000.0
9000.0,-0.017320598932423513,5.6630449217292345,2.102045927702238e+16,7000.0
9100.0,-0.01751628768213064,5.663032660327857,2.1732972490856544e+16,7000.0
9200.0,-0.017711976691566888,5.6630202619441725,2.2461407296259104e+16,7000.0
9300.0,-0.017907665952353893,5.663007726578006,2.3205939622418656e+16,7000.0
9400.0,-0.01810335545646983,5.662995054229186,2.3966745398523804e+16,7000.0
9500.0,-0.018299045196230622,5.662982244897549,2.4744000553763148e+16,7000.0
9600.0,-0.01849473516427237,5.662969298582934,2.553788101732529e+16,7000.0
9700.0,-0.018690425353534837,5.662956215285186,2.6348562718398828e+16,7000.0
9800.0,-0.018886115757245962,5.6629429950041565,2.717622158617237e+16,7000.0
9900.0,-0.0190818063689073,5.662929637739698,2.8021033549834508e+16,7000.0
10000.0,-0.01927749718228034,5.662916143491669,2.888317453857385e+16,7000.0
10100.0,-0.019473188191373655,5.662902512259936,2.976282048157899e+16,7000.0
10200.0,-0.019668879390430757,5.662888744044362,3.0660147308038536e+16,7000.0
10300.0,-0.019864570773918722,5.66287483884482,3.1575330947141084e+16,7000.0
10400.0,-0.020060262336517434,5.662860796661184,3.250854732807524e+16,7000.0
10500.0,-0.02025595407310944,5.662846617493333,3.34599723800296e+16,7000.0
10600.0,-0.0204516459787704,5.6628323013411475,3.442978203219277e+16,7000.0
10700.0,-0.02064733804876006,5.662817848204513,3.5418152213753344e+16,7000.0
10800.0,-0.020843030278513742,5.6628032580833185,3.642525885389993e+16,7000.0
10900.0,-0.02103872266363427,5.662788530977454,3.745127788182113e+16,7000.0
11000.0,-0.02123441519988436,5.662773666886814,3.849638522670554e+16,7000.0
11100.0,-0.021430107883179433,5.662758665811295,3.956075681774176e+16,7000.0
11200.0,-0.021625800709580784,5.662743527750799,4.064456858411839e+16,7000.0
11300.0,-0.021821493675289134,5.662728252705227,4.174799645502404e+16,7000.0
11400.0,-0.0220171867766385,5.662712840674483,4.2871216359647304e+16,7000.0
11500.0,-0.022212880010090433,5.662697291658476,4.401440422717678e+16,7000.0
11600.0,-0.022408573372228482,5.662681605657115,4.517773598680109e+16,7000.0
11700.0,-0.022604266859753003,5.662665782670313,4.636138756770881e+16,7000.0
11800.0,-0.022799960469476202,5.6626498226979844,4.756553489908854e+16,7000.0
11900.0,-0.022995654198317443,5.662633725740045,4.8790353910128904e+16,7000.0
12000.0,-0.023191348043298775,5.662617491796415,5.003602053001849e+16,7000.0
12100.0,-0.02338704200154069,5.662601120867014,5.1302710687945896e+16,7000.0
12200.0,-0.023582736070258094,5.662584612951765,5.259060031309973e+16,7000.0
12300.0,-0.023778430246756462,5.662567968050593,5.3899865334668584e+16,7000.0
12400.0,-0.023974124528428186,5.662551186163423,5.5230681681841064e+16,7000.0
12500.0,-0.024169818912749108,5.662534267290184,5.658322528380577e+16,7000.0
12600.0,-0.0243655133972752,5.662517211430806,5.7957672069751304e+16,7000.0
12700.0,-0.024561207979639413,5.66250001858522,5.9354197968866264e+16,7000.0
12800.0,-0.024756902657548662,5.66248268875336,6.0772978910339256e+16,7000.0
12900.0,-0.02495259742878097,5.66246522193516,6.221419082335888e+16,7000.0
13000.0,-0.025148292291182733,5.662447618130556,6.3678009637113736e+16,7000.0
13100.0,-0.02534398724266609,5.662429877339486,6.5164611280792424e+16,7000.0
13200.0,-0.025539682281206476,5.66241199956189,6.667417168358355e+16,7000.0
13300.0,-0.025735377404840186,5.662393984797706,6.820686677467571e+16,7000.0
13400.0,-0.025931072611662144,5.6623758330468785,6.97628724832575e+16,7000.0
13500.0,-0.02612676789982373,5.662357544309349,7.134236473851754e+16,7000.0
13600.0,-0.026322463267530686,5.662339118585062,7.29455194696444e+16,7000.0
13700.0,-0.026518158713041137,5.662320555873963,7.45725126058267e+16,7000.0
13800.0,-0.02671385423466371,5.662301856175999,7.622352007625306e+16,7000.0
13900.0,-0.026909549830755698,5.662283019491118,7.789871781011205e+16,7000.0
14000.0,-0.02710524549972132,5.662264045819267,7.959828173659229e+16,7000.0
14100.0,-0.02730094124001008,5.662244935160399,8.132238778488237e+16,7000.0
14200.0,-0.027496637050115146,5.662225687514464,8.30712118841709e+16,7000.0
14300.0,-0.027692332928571838,5.6622063028814145,8.484492996364646e+16,7000.0
14400.0,-0.027888028873956174,5.662186781261203,8.664371795249768e+16,7000.0
14500.0,-0.028083724884883435,5.662167122653784,8.846775177991314e+16,7000.0
14600.0,-0.02827942096000685,5.662147327059111,9.031720737508144e+16,7000.0
14700.0,-0.028475117098016298,5.662127394477143,9.21922606671912e+16,7000.0
14800.0,-0.02867081329763706,5.662107324907835,9.4093087585431e+16,7000.0
14900.0,-0.02886650955762864,5.6620871183511445,9.601986405898947e+16,7000.0
15000.0,-0.029062205876783615,5.66206677480703,9.797276601705518e+16,7000.0
15100.0,-0.029257902253926563,5.662046294275453,9.995196938881675e+16,7000.0
15200.0,-0.029453598687912984,5.662025676756372,1.0195765010346278e+17,7000.0
15300.0,-0.029649295177628297,5.662004922249747,1.0398998409018187e+17,7000.0
15400.0,-0.02984499172198687,5.661984030755542,1.0604914727816261e+17,7000.0
15500.0,-0.030040688319931095,5.661963002273718,1.081353155965936e+17,7000.0
15600.0,-0.030236384970430484,5.661941836804238,1.1024866497466346e+17,7000.0
15700.0,-0.03043208167248079,5.661920534347068,1.1238937134156077e+17,7000.0
15800.0,-0.0306277784251032,5.661899094902171,1.1455761062647414e+17,7000.0
15900.0,-0.030823475227343525,5.661877518469511,1.1675355875859218e+17,7000.0
16000.0,-0.03101917207827143,5.661855805049056,1.1897739166710347e+17,7000.0
