Radius,Gravity,Pressure,Mass,Density,T_M2_min,T_M2_avg,T_M2_max
560200.0,-0.6603666185953381,4.504016358712385,3.1050285442477583e+21,3400.0,1444.9860905265305,1579.599852922205,1714.2136153178803
560300.0,-0.6604159827799858,4.50379181727824,3.1063693781738324e+21,3400.0,1444.9125367233855,1579.518933714952,1714.125330706519
560400.0,-0.6604653714220011,4.503567259051957,3.1077106908409275e+21,3400.0,1444.838982920241,1579.4380145076989,1714.0370460951576
560500.0,-0.6605147845039313,4.503342684025226,3.1090524823344953e+21,3400.0,1444.7654291170961,1579.357095300446,1713.9487614837965
560600.0,-0.6605642220083401,4.503118092189743,3.1103947527399874e+21,3400.0,1444.6918753139516,1579.276176093193,1713.8604768724354
560700.0,-0.6606136839178056,4.502893483537211,3.1117375021428543e+21,3400.0,1444.6183215108067,1579.1952568859401,1713.772192261074
560800.0,-0.6606631702149225,4.502668858059338,3.113080730628548e+21,3400.0,1444.5447677076622,1579.1143376786872,1713.6839076497126
560900.0,-0.6607126808823002,4.502444215747839,3.1144244382825196e+21,3400.0,1444.4712139045173,1579.0334184714343,1713.5956230383515
561000.0,-0.660762215902564,4.502219556594432,3.1157686251902206e+21,3400.0,1444.3976601013726,1578.9524992641811,1713.5073384269904
561100.0,-0.660811775258355,4.5019948805908445,3.117113291437102e+21,3400.0,1444.324106298228,1578.8715800569282,1713.419053815629
561200.0,-0.6608613589323289,4.501770187728807,3.118458437108615e+21,3400.0,1444.2505524950832,1578.790660849675,1713.3307692042679
561300.0,-0.6609109669071577,4.501545478000059,3.119804062290211e+21,3400.0,1444.1769986919385,1578.7097416424222,1713.2424845929067
561400.0,-0.6609605991655283,4.501320751396343,3.121150167067342e+21,3400.0,1444.1034448887938,1578.6288224351692,1713.1541999815454
561500.0,-0.6610102556901434,4.501096007909409,3.122496751525459e+21,3400.0,1444.029891085649,1578.5479032279163,1713.065915370184
561600.0,-0.6610599364637205,4.500871247531011,3.123843815750013e+21,3400.0,1443.9563372825044,1578.4669840206634,1712.977630758823
561700.0,-0.6611096414689932,4.500646470252912,3.125191359826455e+21,3400.0,1443.8827834793597,1578.3860648134105,1712.8893461474618
561800.0,-0.6611593706887101,4.500421676066877,3.1265393838402374e+21,3400.0,1443.8092296762147,1578.3051456061573,1712.8010615361004
561900.0,-0.661209124105635,4.500196864964682,3.1278878878768106e+21,3400.0,1443.7356758730702,1578.2242263989044,1712.712776924739
562000.0,-0.6612589017025474,4.499972036938103,3.1292368720216263e+21,3400.0,1443.6621220699253,1578.1433071916513,1712.624492313378
562100.0,-0.6613087034622419,4.499747191978925,3.1305863363601357e+21,3400.0,1443.5885682667808,1578.0623879843984,1712.5362077020168
562200.0,-0.6613585293675284,4.49952233007894,3.13193628097779e+21,3400.0,1443.515014463636,1577.9814687771454,1712.4479230906554
562300.0,-0.6614083794012321,4.499297451229944,3.133286705960041e+21,3400.0,1443.4414606604914,1577.9005495698925,1712.3596384792943
562400.0,-0.6614582535461936,4.499072555423738,3.13463761139234e+21,3400.0,1443.3679068573465,1577.8196303626396,1712.2713538679332
562500.0,-0.6615081517852686,4.498847642652131,3.1359889973601375e+21,3400.0,1443.2943530542018,1577.7387111553865,1712.1830692565718
562600.0,-0.6615580741013279,4.498622712906936,3.1373408639488853e+21,3400.0,1443.220799251057,1577.6577919481335,1712.0947846452104
562700.0,-0.661608020477258,4.498397766179974,3.138693211244035e+21,3400.0,1443.1472454479124,1577.5768727408804,1712.0065000338493
562800.0,-0.66165799089596,4.49817280246307,3.1400460393310375e+21,3400.0,1443.0736916447677,1577.4959535336275,1711.9182154224882
562900.0,-0.6617079853403506,4.497947821748054,3.141399348295344e+21,3400.0,1443.000137841623,1577.4150343263746,1711.8299308111268
563000.0,-0.6617580037933617,4.497722824026765,3.1427531382224066e+21,3400.0,1442.9265840384783,1577.3341151191216,1711.7416461997655
563100.0,-0.6618080462379401,4.497497809291044,3.144107409197676e+21,3400.0,1442.8530302353336,1577.2531959118687,1711.6533615884043
563200.0,-0.6618581126570477,4.497272777532741,3.145462161306604e+21,3400.0,1442.7794764321889,1577.1722767046158,1711.5650769770432
563300.0,-0.6619082030336619,4.497047728743709,3.146817394634641e+21,3400.0,1442.705922629044,1577.0913574973627,1711.4767923656818
563400.0,-0.6619583173507749,4.496822662915811,3.1481731092672393e+21,3400.0,1442.6323688258994,1577.0104382901097,1711.3885077543207
563500.0,-0.662008455591394,4.49659758004091,3.14952930528985e+21,3400.0,1442.5588150227545,1576.9295190828566,1711.3002231429596
563600.0,-0.6620586177385418,4.496372480110879,3.150885982787924e+21,3400.0,1442.48526121961,1576.8485998756037,1711.2119385315982
563700.0,-0.6621088037752555,4.496147363117596,3.1522431418469125e+21,3400.0,1442.411707416465,1576.7676806683507,1711.1236539202368
563800.0,-0.6621590136845878,4.495922229052943,3.153600782552267e+21,3400.0,1442.3381536133206,1576.6867614610978,1711.0353693088757
563900.0,-0.6622092474496064,4.495697077908811,3.15495890498944e+21,3400.0,1442.2645998101757,1576.605842253845,1710.9470846975146
564000.0,-0.6622595050533937,4.495471909677093,3.156317509243881e+21,3400.0,1442.1910460070312,1576.524923046592,1710.8588000861532
564100.0,-0.6623097864790474,4.495246724349689,3.1576765954010424e+21,3400.0,1442.1174922038863,1576.4440038393388,1710.7705154747919
564200.0,-0.6623600917096799,4.495021521918509,3.159036163546375e+21,3400.0,1442.0439384007416,1576.363084632086,1710.6822308634307
564300.0,-0.6624104207284187,4.494796302375461,3.1603962137653307e+21,3400.0,1441.9703845975969,1576.2821654248328,1710.5939462520696
564400.0,-0.6624607735184065,4.4945710657124645,3.1617567461433604e+21,3400.0,1441.8968307944522,1576.2012462175799,1710.5056616407082
564500.0,-0.6625111500628004,4.494345811921443,3.1631177607659153e+21,3400.0,1441.8232769913075,1576.120327010327,1710.417377029347
564600.0,-0.6625615503447728,4.4941205409943255,3.164479257718447e+21,3400.0,1441.7497231881628,1576.039407803074,1710.329092417986
564700.0,-0.6626119743475108,4.493895252923047,3.165841237086407e+21,3400.0,1441.676169385018,1575.958488595821,1710.2408078066246
564800.0,-0.6626624220542168,4.493669947699549,3.1672036989552464e+21,3400.0,1441.6026155818734,1575.877569388568,1710.1525231952633
564900.0,-0.6627128934481075,4.493444625315777,3.1685666434104164e+21,3400.0,1441.5290617787286,1575.796650181315,1710.0642385839021
565000.0,-0.6627633885124146,4.493219285763683,3.169930070537368e+21,3400.0,1441.4555079755837,1575.715730974062,1709.975953972541
565100.0,-0.6628139072303849,4.492993929035224,3.1712939804215534e+21,3400.0,1441.3819541724392,1575.634811766809,1709.8876693611796
565200.0,-0.6628644495852798,4.492768555122365,3.1726583731484235e+21,3400.0,1441.3084003692943,1575.553892559556,1709.7993847498183
565300.0,-0.6629150155603756,4.492543164017075,3.1740232488034296e+21,3400.0,1441.2348465661498,1575.4729733523031,1709.7111001384571
565400.0,-0.6629656051389633,4.492317755711327,3.175388607472023e+21,3400.0,1441.161292763005,1575.3920541450502,1709.622815527096
565500.0,-0.6630162183043488,4.492092330197105,3.176754449239655e+21,3400.0,1441.0877389598604,1575.3111349377973,1709.5345309157346
565600.0,-0.6630668550398524,4.491866887466391,3.1781207741917765e+21,3400.0,1441.0141851567155,1575.2302157305442,1709.4462463043733
565700.0,-0.6631175153288097,4.491641427511179,3.1794875824138397e+21,3400.0,1440.940631353571,1575.1492965232912,1709.3579616930124
565800.0,-0.6631681991545706,4.491415950323466,3.1808548739912953e+21,3400.0,1440.867077550426,1575.068377316038,1709.269677081651
565900.0,-0.6632189065005,4.491190455895256,3.182222649009595e+21,3400.0,1440.7935237472814,1574.9874581087852,1709.1813924702897
566000.0,-0.6632696373499771,4.4909649442185575,3.18359090755419e+21,3400.0,1440.7199699441367,1574.9065389015323,1709.0931078589285
566100.0,-0.6633203916863962,4.490739415285384,3.1849596497105314e+21,3400.0,1440.646416140992,1574.8256196942793,1709.0048232475674
566200.0,-0.6633711694931661,4.490513869087756,3.186328875564071e+21,3400.0,1440.5728623378473,1574.7447004870264,1708.916538636206
566300.0,-0.6634219707537101,4.4902883056177,3.187698585200259e+21,3400.0,1440.4993085347025,1574.6637812797735,1708.8282540248447
566400.0,-0.6634727954514663,4.490062724867245,3.189068778704548e+21,3400.0,1440.4257547315578,1574.5828620725204,1708.7399694134835
566500.0,-0.6635236435698875,4.489837126828432,3.190439456162389e+21,3400.0,1440.3522009284131,1574.5019428652674,1708.6516848021224
566600.0,-0.6635745150924407,4.4896115114933,3.191810617659233e+21,3400.0,1440.2786471252684,1574.4210236580143,1708.563400190761
566700.0,-0.6636254100026081,4.4893858788539,3.1931822632805314e+21,3400.0,1440.2050933221235,1574.3401044507614,1708.4751155793997
566800.0,-0.663676328283886,4.489160228902284,3.194554393111736e+21,3400.0,1440.131539518979,1574.2591852435085,1708.3868309680388
566900.0,-0.6637272699197853,4.488934561630511,3.195927007238297e+21,3400.0,1440.057985715834,1574.1782660362555,1708.2985463566774
567000.0,-0.6637782348938317,4.488708877030647,3.197300105745667e+21,3400.0,1439.9844319126896,1574.0973468290026,1708.210261745316
567100.0,-0.663829223189565,4.488483175094763,3.198673688719297e+21,3400.0,1439.9108781095447,1574.0164276217497,1708.121977133955
567200.0,-0.66388023479054,4.488257455814934,3.200047756244637e+21,3400.0,1439.8373243064002,1573.9355084144966,1708.0336925225938
567300.0,-0.6639312696803257,4.488031719183243,3.20142230840714e+21,3400.0,1439.7637705032553,1573.8545892072436,1707.9454079112325
567400.0,-0.6639823278425055,4.487805965191776,3.2027973452922565e+21,3400.0,1439.6902167001106,1573.7736699999905,1707.857123299871
567500.0,-0.6640334092606776,4.487580193832628,3.204172866985438e+21,3400.0,1439.6166628969659,1573.6927507927376,1707.76883868851
567600.0,-0.6640845139184542,4.487354405097895,3.2055488735721365e+21,3400.0,1439.5431090938212,1573.6118315854847,1707.6805540771488
567700.0,-0.6641356417994625,4.487128598979683,3.206925365137802e+21,3400.0,1439.4695552906765,1573.5309123782317,1707.5922694657875
567800.0,-0.6641867928873436,4.486902775470101,3.208302341767887e+21,3400.0,1439.3960014875317,1573.4499931709788,1707.503984854426
567900.0,-0.6642379671657532,4.486676934561265,3.209679803547842e+21,3400.0,1439.322447684387,1573.3690739637257,1707.415700243065
568000.0,-0.6642891646183613,4.486451076245294,3.2110577505631186e+21,3400.0,1439.2488938812423,1573.2881547564727,1707.3274156317038
568100.0,-0.6643403852288525,4.486225200514316,3.2124361828991684e+21,3400.0,1439.1753400780976,1573.2072355492196,1707.2391310203425
568200.0,-0.6643916289809255,4.485999307360463,3.2138151006414423e+21,3400.0,1439.1017862749527,1573.1263163419667,1707.1508464089814
568300.0,-0.6644428958582936,4.485773396775871,3.215194503875392e+21,3400.0,1439.0282324718082,1573.0453971347138,1707.0625617976202
568400.0,-0.6644941858446841,4.485547468752683,3.2165743926864684e+21,3400.0,1438.9546786686633,1572.9644779274608,1706.9742771862589
568500.0,-0.6645454989238389,4.48532152328305,3.217954767160123e+21,3400.0,1438.8811248655188,1572.883558720208,1706.8859925748975
568600.0,-0.6645968350795138,4.485095560359122,3.2193356273818067e+21,3400.0,1438.8075710623739,1572.802639512955,1706.7977079635364
568700.0,-0.6646481942954796,4.484869579973061,3.220716973436972e+21,3400.0,1438.7340172592294,1572.7217203057019,1706.7094233521752
568800.0,-0.6646995765555207,4.484643582117033,3.222098805411069e+21,3400.0,1438.6604634560845,1572.640801098449,1706.6211387408139
568900.0,-0.664750981843436,4.484417566783206,3.2234811233895496e+21,3400.0,1438.58690965294,1572.5598818911958,1706.5328541294525
569000.0,-0.6648024101430384,4.484191533963758,3.224863927457865e+21,3400.0,1438.513355849795,1572.4789626839429,1706.4445695180914
569100.0,-0.6648538614381556,4.483965483650868,3.226247217701467e+21,3400.0,1438.4398020466504,1572.39804347669,1706.3562849067303
569200.0,-0.6649053357126289,4.483739415836726,3.227630994205806e+21,3400.0,1438.3662482435057,1572.317124269437,1706.268000295369
569300.0,-0.6649568329503142,4.4835133305135235,3.229015257056334e+21,3400.0,1438.292694440361,1572.2362050621841,1706.1797156840078
569400.0,-0.6650083531350812,4.483287227673457,3.230400006338502e+21,3400.0,1438.2191406372162,1572.1552858549312,1706.0914310726466
569500.0,-0.6650598962508142,4.483061107308732,3.2317852421377617e+21,3400.0,1438.1455868340715,1572.074366647678,1706.0031464612853
569600.0,-0.665111462281411,4.482834969411556,3.233170964539564e+21,3400.0,1438.0720330309268,1571.9934474404251,1705.914861849924
569700.0,-0.6651630512107843,4.482608813974145,3.23455717362936e+21,3400.0,1437.9984792277821,1571.912528233172,1705.8265772385628
569800.0,-0.6652146630228606,4.482382640988717,3.235943869492602e+21,3400.0,1437.9249254246374,1571.831609025919,1705.7382926272016
569900.0,-0.6652662977015802,4.482156450447499,3.2373310522147403e+21,3400.0,1437.8513716214925,1571.7506898186662,1705.6500080158403
570000.0,-0.6653179552308978,4.48193024234272,3.2387187218812266e+21,3400.0,1437.777817818348,1571.6697706114132,1705.561723404479
570100.0,-0.6653696355947822,4.481704016666617,3.2401068785775123e+21,3400.0,1437.704264015203,1571.5888514041603,1705.4734387931178
570200.0,-0.6654213387772162,4.4814777734114335,3.241495522389049e+21,3400.0,1437.6307102120586,1571.5079321969074,1705.3851541817567
570300.0,-0.6654730647621964,4.481251512569414,3.242884653401287e+21,3400.0,1437.5571564089137,1571.4270129896543,1705.2968695703953
570400.0,-0.6655248135337338,4.4810252341328125,3.244274271699679e+21,3400.0,1437.4836026057692,1571.346093782401,1705.2085849590342
570500.0,-0.6655765850758533,4.480798938093886,3.2456643773696757e+21,3400.0,1437.4100488026243,1571.2651745751482,1705.120300347673
570600.0,-0.6656283793725937,4.4805726244449,3.247054970496728e+21,3400.0,1437.3364949994798,1571.1842553678953,1705.0320157363117
570700.0,-0.6656801964080077,4.480346293178121,3.2484460511662876e+21,3400.0,1437.2629411963349,1571.1033361606424,1704.9437311249503
570800.0,-0.6657320361661622,4.480119944285824,3.249837619463806e+21,3400.0,1437.1893873931901,1571.0224169533894,1704.8554465135892
570900.0,-0.665783898631138,4.479893577760289,3.251229675474734e+21,3400.0,1437.1158335900454,1570.9414977461365,1704.767161902228
571000.0,-0.6658357837870296,4.4796671935938015,3.252622219284523e+21,3400.0,1437.0422797869007,1570.8605785388834,1704.6788772908667
571100.0,-0.6658876916179459,4.479440791778651,3.2540152509786253e+21,3400.0,1436.968725983756,1570.7796593316305,1704.5905926795053
571200.0,-0.6659396221080092,4.479214372307134,3.255408770642491e+21,3400.0,1436.8951721806113,1570.6987401243773,1704.5023080681442
571300.0,-0.665991575241356,4.478987935171553,3.256802778361572e+21,3400.0,1436.8216183774666,1570.6178209171244,1704.414023456783
571400.0,-0.6660435510021365,4.478761480364212,3.2581972742213196e+21,3400.0,1436.748064574322,1570.5369017098715,1704.3257388454217
571500.0,-0.6660955493745149,4.478535007877424,3.2595922583071847e+21,3400.0,1436.6745107711772,1570.4559825026186,1704.2374542340606
571600.0,-0.6661475703426694,4.478308517703508,3.260987730704619e+21,3400.0,1436.6009569680323,1570.3750632953656,1704.1491696226994
571700.0,-0.6661996138907916,4.478082009834784,3.262383691499074e+21,3400.0,1436.5274031648878,1570.2941440881127,1704.060885011338
571800.0,-0.6662516800030872,4.477855484263583,3.263780140776001e+21,3400.0,1436.4538493617429,1570.2132248808596,1703.9726003999767
571900.0,-0.6663037686637759,4.477628940982238,3.2651770786208505e+21,3400.0,1436.3802955585984,1570.1323056736067,1703.8843157886156
572000.0,-0.6663558798570908,4.477402379983086,3.266574505119075e+21,3400.0,1436.3067417554535,1570.0513864663535,1703.7960311772545
572100.0,-0.6664080135672789,4.477175801258474,3.2679724203561247e+21,3400.0,1436.233187952309,1569.9704672591006,1703.707746565893
572200.0,-0.6664601697786011,4.476949204800749,3.269370824417452e+21,3400.0,1436.159634149164,1569.8895480518477,1703.6194619545317
572300.0,-0.666512348475332,4.476722590602267,3.2707697173885076e+21,3400.0,1436.0860803460193,1569.8086288445948,1703.5311773431706
572400.0,-0.6665645496417599,4.476495958655389,3.2721690993547427e+21,3400.0,1436.0125265428746,1569.7277096373418,1703.4428927318095
572500.0,-0.6666167732621866,4.476269308952479,3.273568970401609e+21,3400.0,1435.93897273973,1569.646790430089,1703.3546081204481
572600.0,-0.6666690193209281,4.47604264148591,3.2749693306145577e+21,3400.0,1435.8654189365852,1569.5658712228358,1703.2663235090868
572700.0,-0.6667212878023139,4.4758159562480575,3.2763701800790403e+21,3400.0,1435.7918651334405,1569.4849520155828,1703.1780388977259
572800.0,-0.6667735786906868,4.475589253231302,3.277771518880508e+21,3400.0,1435.7183113302958,1569.4040328083297,1703.0897542863645
572900.0,-0.6668258919704035,4.475362532428032,3.2791733471044116e+21,3400.0,1435.6447575271511,1569.3231136010768,1703.0014696750031
573000.0,-0.6668782276258347,4.475135793830639,3.280575664836203e+21,3400.0,1435.5712037240064,1569.2421943938239,1702.913185063642
573100.0,-0.6669305856413643,4.47490903743152,3.2819784721613335e+21,3400.0,1435.4976499208615,1569.161275186571,1702.8249004522809
573200.0,-0.6669829660013901,4.474682263223079,3.283381769165254e+21,3400.0,1435.424096117717,1569.080355979318,1702.7366158409195
573300.0,-0.667035368690323,4.474455471197725,3.284785555933416e+21,3400.0,1435.350542314572,1568.9994367720649,1702.6483312295582
573400.0,-0.6670877936925882,4.47422866134787,3.286189832551271e+21,3400.0,1435.2769885114276,1568.918517564812,1702.560046618197
573500.0,-0.667140240992624,4.474001833665933,3.2875945991042703e+21,3400.0,1435.2034347082827,1568.8375983575588,1702.471762006836
573600.0,-0.6671927105748827,4.473774988144338,3.288999855677865e+21,3400.0,1435.1298809051382,1568.756679150306,1702.3834773954745
573700.0,-0.6672452024238293,4.473548124775514,3.2904056023575067e+21,3400.0,1435.0563271019932,1568.675759943053,1702.2951927841132
573800.0,-0.6672977165239434,4.473321243551895,3.2918118392286465e+21,3400.0,1434.9827732988488,1568.5948407358,1702.2069081727523
573900.0,-0.6673502528597174,4.473094344465923,3.293218566376736e+21,3400.0,1434.9092194957038,1568.5139215285471,1702.118623561391
574000.0,-0.6674028114156573,4.472867427510042,3.294625783887226e+21,3400.0,1434.8356656925591,1568.4330023212942,1702.0303389500295
574100.0,-0.667455392176283,4.472640492676702,3.296033491845569e+21,3400.0,1434.7621118894144,1568.352083114041,1701.9420543386684
574200.0,-0.6675079951261274,4.472413539958359,3.2974416903372145e+21,3400.0,1434.6885580862697,1568.2711639067882,1701.8537697273073
574300.0,-0.667560620249737,4.472186569347475,3.2988503794476154e+21,3400.0,1434.615004283125,1568.190244699535,1701.765485115946
574400.0,-0.6676132675316718,4.471959580836515,3.300259559262222e+21,3400.0,1434.5414504799803,1568.109325492282,1701.6772005045846
574500.0,-0.6676659369565054,4.47173257441795,3.301669229866486e+21,3400.0,1434.4678966768356,1568.0284062850292,1701.5889158932234
574600.0,-0.6677186285088247,4.471505550084257,3.303079391345859e+21,3400.0,1434.394342873691,1567.9474870777763,1701.5006312818623
574700.0,-0.6677713421732298,4.471278507827918,3.304490043785792e+21,3400.0,1434.3207890705462,1567.8665678705233,1701.412346670501
574800.0,-0.6678240779343344,4.47105144764142,3.305901187271737e+21,3400.0,1434.2472352674013,1567.7856486632704,1701.3240620591396
574900.0,-0.6678768357767656,4.470824369517257,3.3073128218891445e+21,3400.0,1434.1736814642568,1567.7047294560173,1701.2357774477784
575000.0,-0.6679296156851637,4.470597273447924,3.308724947723466e+21,3400.0,1434.1001276611119,1567.6238102487644,1701.1474928364173
575100.0,-0.6679824176441826,4.470370159425924,3.3101375648601525e+21,3400.0,1434.0265738579674,1567.5428910415112,1701.059208225056
575200.0,-0.6680352416384894,4.4701430274437675,3.311550673384656e+21,3400.0,1433.9530200548224,1567.4619718342583,1700.9709236136948
575300.0,-0.6680880876527644,4.469915877493965,3.312964273382427e+21,3400.0,1433.879466251678,1567.3810526270054,1700.8826390023337
575400.0,-0.6681409556717014,4.469688709569036,3.314378364938918e+21,3400.0,1433.805912448533,1567.3001334197525,1700.7943543909723
575500.0,-0.6681938456800075,4.469461523661506,3.315792948139579e+21,3400.0,1433.7323586453886,1567.2192142124995,1700.706069779611
575600.0,-0.6682467576624029,4.469234319763901,3.3172080230698624e+21,3400.0,1433.6588048422436,1567.1382950052466,1700.6177851682498
575700.0,-0.6682996916036215,4.469007097868755,3.318623589815219e+21,3400.0,1433.585251039099,1567.0573757979935,1700.5295005568887
575800.0,-0.6683526474884097,4.468779857968609,3.3200396484611004e+21,3400.0,1433.5116972359542,1566.9764565907406,1700.4412159455273
575900.0,-0.6684056253015278,4.4685526000560065,3.3214561990929573e+21,3400.0,1433.4381434328095,1566.8955373834874,1700.352931334166
576000.0,-0.6684586250277492,4.468325324123497,3.3228732417962415e+21,3400.0,1433.3645896296648,1566.8146181762345,1700.2646467228049
576100.0,-0.6685116466518604,4.4680980301636355,3.3242907766564045e+21,3400.0,1433.29103582652,1566.7336989689816,1700.1763621114437
576200.0,-0.6685646901586609,4.467870718168982,3.3257088037588975e+21,3400.0,1433.2174820233754,1566.6527797617287,1700.0880775000824
576300.0,-0.668617755532964,4.4676433881321005,3.3271273231891715e+21,3400.0,1433.1439282202307,1566.5718605544757,1699.9997928887212
576400.0,-0.6686708427595954,4.467416040045562,3.328546335032678e+21,3400.0,1433.070374417086,1566.4909413472226,1699.91150827736
576500.0,-0.6687239518233946,4.467188673901942,3.3299658393748683e+21,3400.0,1432.996820613941,1566.4100221399697,1699.8232236659987
576600.0,-0.668777082709214,4.466961289693821,3.331385836301194e+21,3400.0,1432.9232668107966,1566.3291029327165,1699.7349390546374
576700.0,-0.6688302354019189,4.466733887413784,3.332806325897106e+21,3400.0,1432.8497130076516,1566.2481837254636,1699.6466544432762
576800.0,-0.6688834098863883,4.466506467054423,3.3342273082480557e+21,3400.0,1432.7761592045072,1566.1672645182107,1699.5583698319151
576900.0,-0.6689366061475135,4.466279028608333,3.3356487834394946e+21,3400.0,1432.7026054013622,1566.0863453109578,1699.4700852205538
577000.0,-0.6689898241701997,4.466051572068115,3.337070751556874e+21,3400.0,1432.6290515982178,1566.0054261037048,1699.3818006091924
577100.0,-0.6690430639393646,4.465824097426375,3.338493212685645e+21,3400.0,1432.5554977950728,1565.924506896452,1699.2935159978313
577200.0,-0.6690963254399395,4.465596604675726,3.3399161669112593e+21,3400.0,1432.4819439919281,1565.8435876891988,1699.2052313864701
577300.0,-0.669149608656868,4.465369093808783,3.341339614319168e+21,3400.0,1432.4083901887834,1565.7626684819459,1699.1169467751088
577400.0,-0.6692029135751074,4.4651415648181665,3.342763554994822e+21,3400.0,1432.3348363856387,1565.6817492746927,1699.0286621637476
577500.0,-0.6692562401796278,4.464914017696506,3.3441879890236733e+21,3400.0,1432.261282582494,1565.6008300674398,1698.9403775523865
577600.0,-0.6693095884554123,4.464686452436431,3.345612916491173e+21,3400.0,1432.1877287793493,1565.5199108601869,1698.8520929410251
577700.0,-0.669362958387457,4.4644588690305795,3.3470383374827724e+21,3400.0,1432.1141749762046,1565.438991652934,1698.7638083296638
577800.0,-0.6694163499607709,4.464231267471593,3.348464252083923e+21,3400.0,1432.04062117306,1565.358072445681,1698.6755237183027
577900.0,-0.6694697631603761,4.4640036477521186,3.3498906603800756e+21,3400.0,1431.9670673699152,1565.2771532384281,1698.5872391069415
578000.0,-0.6695231979713075,4.463776009864808,3.3513175624566823e+21,3400.0,1431.8935135667703,1565.196234031175,1698.4989544955802
578100.0,-0.6695766543786132,4.463548353802319,3.3527449583991935e+21,3400.0,1431.8199597636258,1565.115314823922,1698.4106698842188
578200.0,-0.6696301323673541,4.463320679557315,3.354172848293061e+21,3400.0,1431.7464059604808,1565.034395616669,1698.3223852728577
578300.0,-0.6696836319226038,4.463092987122462,3.3556012322237364e+21,3400.0,1431.6728521573364,1564.953476409416,1698.2341006614965
578400.0,-0.6697371530294491,4.46286527649043,3.3570301102766707e+21,3400.0,1431.5992983541914,1564.872557202163,1698.1458160501352
578500.0,-0.6697906956729898,4.462637547653902,3.358459482537315e+21,3400.0,1431.525744551047,1564.7916379949102,1698.057531438774
578600.0,-0.6698442598383378,4.462409800605557,3.359889349091121e+21,3400.0,1431.452190747902,1564.7107187876572,1697.969246827413
578700.0,-0.6698978455106189,4.462182035338084,3.36131971002354e+21,3400.0,1431.3786369447575,1564.629799580404,1697.8809622160516
578800.0,-0.669951452674971,4.461954251844174,3.362750565420023e+21,3400.0,1431.3050831416126,1564.5488803731512,1697.7926776046902
578900.0,-0.6700050813165453,4.461726450116527,3.3641819153660217e+21,3400.0,1431.231529338468,1564.467961165898,1697.704392993329
579000.0,-0.6700587314205056,4.461498630147843,3.365613759946987e+21,3400.0,1431.1579755353232,1564.387041958645,1697.616108381968
579100.0,-0.6701124029720285,4.461270791930833,3.3670460992483707e+21,3400.0,1431.0844217321785,1564.3061227513922,1697.5278237706066
579200.0,-0.6701660959563033,4.461042935458208,3.3684789333556236e+21,3400.0,1431.0108679290338,1564.2252035441393,1697.4395391592452
579300.0,-0.6702198103585323,4.460815060722686,3.369912262354198e+21,3400.0,1430.937314125889,1564.1442843368864,1697.351254547884
579400.0,-0.6702735461639304,4.460587167716991,3.371346086329544e+21,3400.0,1430.8637603227444,1564.0633651296334,1697.262969936523
579500.0,-0.6703273033577255,4.460359256433849,3.372780405367113e+21,3400.0,1430.7902065195997,1563.9824459223803,1697.1746853251616
579600.0,-0.670381081925158,4.4601313268659935,3.3742152195523577e+21,3400.0,1430.716652716455,1563.9015267151274,1697.0864007138005
579700.0,-0.6704348818514811,4.459903379006164,3.3756505289707283e+21,3400.0,1430.64309891331,1563.8206075078742,1696.9981161024393
579800.0,-0.6704887031219606,4.459675412847102,3.377086333707676e+21,3400.0,1430.5695451101656,1563.7396883006213,1696.909831491078
579900.0,-0.6705425457218754,4.459447428381557,3.3785226338486526e+21,3400.0,1430.4959913070206,1563.6587690933684,1696.8215468797166
580000.0,-0.6705964096365165,4.45921942560228,3.379959429479109e+21,3400.0,1430.4224375038762,1563.5778498861155,1696.7332622683555
580100.0,-0.6706502948511881,4.45899140450203,3.381396720684497e+21,3400.0,1430.3488837007312,1563.4969306788626,1696.6449776569943
580200.0,-0.6707042013512067,4.458763365073572,3.3828345075502673e+21,3400.0,1430.2753298975867,1563.4160114716096,1696.556693045633
580300.0,-0.6707581291219018,4.45853530730967,3.384272790161872e+21,3400.0,1430.2017760944418,1563.3350922643565,1696.4684084342716
580400.0,-0.6708120781486151,4.458307231203099,3.3857115686047617e+21,3400.0,1430.1282222912973,1563.2541730571036,1696.3801238229105
580500.0,-0.6708660484167014,4.458079136746638,3.3871508429643883e+21,3400.0,1430.0546684881524,1563.1732538498504,1696.2918392115494
580600.0,-0.6709200399115278,4.457851023933068,3.388590613326203e+21,3400.0,1429.9811146850077,1563.0923346425975,1696.203554600188
580700.0,-0.6709740526184741,4.457622892755177,3.390030879775657e+21,3400.0,1429.907560881863,1563.0114154353446,1696.1152699888266
580800.0,-0.6710280865229326,4.45739474320576,3.391471642398202e+21,3400.0,1429.8340070787183,1562.9304962280917,1696.0269853774657
580900.0,-0.6710821416103081,4.457166575277613,3.392912901279288e+21,3400.0,1429.7604532755736,1562.8495770208388,1695.9387007661044
581000.0,-0.6711362178660183,4.456938388963538,3.394354656504368e+21,3400.0,1429.6868994724289,1562.7686578135858,1695.850416154743
581100.0,-0.6711903152754931,4.456710184256345,3.395796908158892e+21,3400.0,1429.6133456692842,1562.6877386063327,1695.7621315433819
581200.0,-0.6712444338241752,4.456481961148845,3.397239656328312e+21,3400.0,1429.5397918661395,1562.6068193990798,1695.6738469320208
581300.0,-0.6712985734975198,4.456253719633856,3.3986829010980795e+21,3400.0,1429.4662380629948,1562.5259001918266,1695.5855623206594
