Radius,Gravity,Pressure,Mass,Density,T_M2_min,T_M2_avg,T_M2_max,rho_new
5700.0,-0.010825301456126262,5.648298881743697,5269676884610256.0,7000.0,1695.546875,1845.546875,1995.546875,6976.275907315846
5800.0,-0.01102034314201447,5.648291193600419,5554505240959603.0,7000.0,1695.46875,1845.46875,1995.46875,6976.319320959577
5900.0,-0.01121538764527914,5.648283369339183,5849417076429991.0,7000.0,1695.390625,1845.390625,1995.390625,6976.362728648149
6000.0,-0.011410434915642585,5.6482754089563745,6154587851357193.0,7000.0,1695.3125,1845.3125,1995.3125,6976.4061303814005
6100.0,-0.011605484906104352,5.648267312448407,6470193029323569.0,7000.0,1695.234375,1845.234375,1995.234375,6976.4495261591765
6200.0,-0.011800537572676921,5.648259079811729,6796408077157169.0,7000.0,1695.15625,1845.15625,1995.15625,6976.492915981322
6300.0,-0.011995592874146602,5.6482507110428175,7133408464930834.0,7000.0,1695.078125,1845.078125,1995.078125,6976.536299847682
6400.0,-0.012190650771856807,5.648242206138174,7481369665961297.0,7000.0,1695.0,1845.0,1995.0,6976.579677758104
6500.0,-0.012385711229511364,5.648233565094329,7840467156808282.0,7000.0,1694.921875,1844.921875,1994.921875,6976.623049712436
6600.0,-0.012580774212995693,5.648224787907835,8210876417273609.0,7000.0,1694.84375,1844.84375,1994.84375,6976.666415710527
6700.0,-0.012775839690214001,5.648215874575269,8592772930400290.0,7000.0,1694.765625,1844.765625,1994.765625,6976.709775752227
6800.0,-0.012970907630940833,5.648206825093228,8986332182471633.0,7000.0,1694.6875,1844.6875,1994.6875,6976.753129837387
6900.0,-0.013165978006685557,5.6481976394583295,9391729663010344.0,7000.0,1694.609375,1844.609375,1994.609375,6976.7964779658605
7000.0,-0.013361050790568424,5.648188317667209,9809140864777622.0,7000.0,1694.53125,1844.53125,1994.53125,6976.839820137499
7100.0,-0.013556125957207153,5.648178859716524,1.023874128377227e+16,7000.0,1694.453125,1844.453125,1994.453125,6976.883156352156
7200.0,-0.013751203482612913,5.648169265602944,1.0680706419229784e+16,7000.0,1694.375,1844.375,1994.375,6976.926486609687
7300.0,-0.013946283344094899,5.648159535323157,1.1135211773621462e+16,7000.0,1694.296875,1844.296875,1994.296875,6976.969810909947
7400.0,-0.01414136552017262,5.648149668873867,1.1602432852653502e+16,7000.0,1694.21875,1844.21875,1994.21875,6977.013129252791
7500.0,-0.014336449990495208,5.648139666251791,1.2082545165266102e+16,7000.0,1694.140625,1844.140625,1994.140625,6977.056441638074
7600.0,-0.014531536735767106,5.648129527453661,1.2575724223632562e+16,7000.0,1694.0625,1844.0625,1994.0625,6977.099748065656
7700.0,-0.014726625737679537,5.648119252476222,1.3082145543158382e+16,7000.0,1693.984375,1843.984375,1993.984375,6977.143048535393
