,Radius,Mass,Gravity,Pressure,Density
1095,1095000.0,1.8594273913259937e+22,-1.0350389890058238,2.7845554681900393,3308
1096,1096000.0,1.8644116847735555e+22,-1.0359205095240274,2.7811286431445335,3308
1097,1097000.0,1.869405086110397e+22,-1.0368021484155945,2.777698901637575,3308
1098,1098000.0,1.874407603650429e+22,-1.0376839052494897,2.7742662432790093,3308
1099,1099000.0,1.8794192457075622e+22,-1.0385657795966372,2.7708306676801038,3308
1100,1100000.0,1.8844400205957077e+22,-1.0394477710299117,2.767392174453537,3308
1101,1101000.0,1.889469936628776e+22,-1.0403298791241253,2.763950763213394,3308
1102,1102000.0,1.894509002120678e+22,-1.0412121034560196,2.7605064335751615,3308
1103,1103000.0,1.8995572253853246e+22,-1.0420944436042534,2.7570591851557187,3308
1104,1104000.0,1.9046146147366266e+22,-1.0429768991493928,2.753609017573333,3308
1105,1105000.0,1.9096811784884944e+22,-1.0438594696739016,2.7501559304476513,3308
1106,1106000.0,1.914756924954839e+22,-1.0447421547621294,2.746699923399698,3308
1107,1107000.0,1.9198418624495718e+22,-1.045624954000303,2.743240996051865,3308
1108,1108000.0,1.924935999286603e+22,-1.0465078669765158,2.739779148027907,3308
1109,1109000.0,1.930039343779843e+22,-1.047390893280716,2.736314378952934,3308
1110,1110000.0,1.9351519042432034e+22,-1.0482740325047004,2.732846688453409,3308
1111,1111000.0,1.9402736889905948e+22,-1.0491572842420998,2.729376076157136,3308
1112,1112000.0,1.945404706335928e+22,-1.0500406480883724,2.7259025416932596,3308
1113,1113000.0,1.9505449645931133e+22,-1.050924123640793,2.722426084692256,3308
1114,1114000.0,1.955694472076062e+22,-1.0518077104984431,2.7189467047859273,3308
1115,1115000.0,1.960853237098685e+22,-1.0526914082622012,2.715464401607396,3308
1116,1116000.0,1.966021267974893e+22,-1.0535752165347332,2.7119791747910993,3308
1117,1117000.0,1.971198573018596e+22,-1.0544591349204822,2.708491023972782,3308
1118,1118000.0,1.976385160543706e+22,-1.0553431630256604,2.704999948789493,3308
1119,1119000.0,1.9815810388641335e+22,-1.0562273004582385,2.701505948879577,3308
1120,1120000.0,1.9867862162937886e+22,-1.0571115468279362,2.6980090238826704,3308
1121,1121000.0,1.9920007011465827e+22,-1.0579959017462137,2.6945091734396938,3308
1122,1122000.0,1.9972245017364267e+22,-1.0588803648262612,2.6910063971928486,3308
1123,1123000.0,2.002457626377231e+22,-1.0597649356829912,2.687500694785609,3308
1124,1124000.0,2.0077000833829064e+22,-1.060649613933028,2.6839920658627188,3308
1125,1125000.0,2.012951881067364e+22,-1.0615343991946988,2.6804805100701823,3308
1126,1126000.0,2.0182130277445146e+22,-1.0624192910880255,2.676966027055263,3308
1127,1127000.0,2.0234835317282688e+22,-1.0633042892347142,2.6734486164664744,3308
1128,1128000.0,2.0287634013325376e+22,-1.064189393258148,2.6699282779535767,3308
1129,1129000.0,2.0340526448712314e+22,-1.0650746027833764,2.6664050111675692,3308
1130,1130000.0,2.0393512706582614e+22,-1.0659599174371082,2.6628788157606875,3308
1131,1131000.0,2.044659287007538e+22,-1.0668453368477,2.659349691386395,3308
1132,1132000.0,2.0499767022329725e+22,-1.0677308606451517,2.6558176376993807,3308
1133,1133000.0,2.0553035246484756e+22,-1.0686164884610931,2.6522826543555515,3308
1134,1134000.0,2.0606397625679577e+22,-1.0695022199287783,2.648744741012027,3308
1135,1135000.0,2.06598542430533e+22,-1.0703880546830764,2.6452038973271357,3308
1136,1136000.0,2.071340518174503e+22,-1.0712739923604633,2.641660122960407,3308
1137,1137000.0,2.0767050524893878e+22,-1.072160032599012,2.63811341757257,3308
1138,1138000.0,2.0820790355638947e+22,-1.0730461750383848,2.634563780825543,3308
1139,1139000.0,2.087462475711935e+22,-1.0739324193198265,2.631011212382433,3308
1140,1140000.0,2.09285538124742e+22,-1.0748187650861536,2.627455711907528,3308
1141,1141000.0,2.098257760484259e+22,-1.075705211981747,2.623897279066292,3308
1142,1142000.0,2.103669621736364e+22,-1.0765917596525447,2.6203359135253614,3308
1143,1143000.0,2.1090909733176455e+22,-1.0774784077460322,2.6167716149525377,3308
1144,1144000.0,2.1145218235420142e+22,-1.0783651559112353,2.6132043830167833,3308
1145,1145000.0,2.119962180723381e+22,-1.0792520037987114,2.609634217388217,3308
1146,1146000.0,2.1254120531756564e+22,-1.0801389510605433,2.6060611177381086,3308
1147,1147000.0,2.1308714492127514e+22,-1.0810259973503271,2.6024850837388738,3308
1148,1148000.0,2.136340377148577e+22,-1.0819131423231698,2.598906115064069,3308
